pair_index,sep,left_chunk_id,right_chunk_id,left_rendered_tokens,right_rendered_tokens,joined_tokens,sep_incremental_tokens
1969,\n\n,FMM:p209:1,FMM:p209:2,186,249,435,0
1970,\n\n,FMM:p209:2,FMM:p209:3,249,43,292,0
1971,\n\n,FMM:p209:3,FMM:p210:0,43,233,276,0
1972,\n\n,FMM:p210:0,FMM:p210:1,233,133,367,1
1973,\n\n,FMM:p210:1,FMM:p211:0,133,207,340,0
1974,\n\n,FMM:p211:0,FMM:p211:1,207,208,416,1
1975,\n\n,FMM:p211:1,FMM:p211:2,208,109,318,1
1976,\n\n,FMM:p211:2,FMM:p212:0,109,207,316,0
1977,\n\n,FMM:p212:0,FMM:p212:1,207,230,438,1
1978,\n\n,FMM:p212:1,FMM:p212:2,230,284,514,0
1979,\n\n,FMM:p212:2,FMM:p213:0,284,143,427,0
1980,\n\n,FMM:p213:0,FMM:p213:1,143,220,363,0
1981,\n\n,FMM:p213:1,FMM:p213:2,220,186,407,1
1982,\n\n,FMM:p213:2,FMM:p214:0,186,249,435,0
1983,\n\n,FMM:p214:0,FMM:p214:1,249,212,461,0
1984,\n\n,FMM:p214:1,FMM:p214:2,212,182,395,1
1985,\n\n,FMM:p214:2,FMM:p215:0,182,318,500,0
1986,\n\n,FMM:p215:0,FMM:p215:1,318,297,615,0
1987,\n\n,FMM:p215:1,FMM:p216:0,297,181,478,0
1988,\n\n,FMM:p216:0,FMM:p216:1,181,178,359,0
1989,\n\n,FMM:p216:1,FMM:p216:2,178,46,225,1
1990,\n\n,FMM:p216:2,FMM:p216:3,46,306,353,1
1991,\n\n,FMM:p216:3,FMM:p216:4,306,45,351,0
1992,\n\n,FMM:p216:4,FMM:p217:0,45,331,376,0
1993,\n\n,FMM:p217:0,FMM:p217:1,331,279,610,0
1994,\n\n,FMM:p217:1,FMM:p218:0,279,214,493,0
1995,\n\n,FMM:p218:0,FMM:p218:1,214,174,389,1
1996,\n\n,FMM:p218:1,FMM:p218:2,174,171,345,0
1997,\n\n,FMM:p218:2,FMM:p219:0,171,141,312,0
1998,\n\n,FMM:p219:0,FMM:p219:1,141,191,333,1
1999,\n\n,FMM:p219:1,FMM:p219:2,191,81,273,1
2000,\n\n,FMM:p219:2,FMM:p220:0,81,193,274,0
2001,\n\n,FMM:p220:0,FMM:p220:1,193,180,374,1
2002,\n\n,FMM:p220:1,FMM:p220:2,180,139,320,1
2003,\n\n,FMM:p220:2,FMM:p221:0,139,189,328,0
2004,\n\n,FMM:p221:0,FMM:p221:1,189,283,473,1
2005,\n\n,FMM:p221:1,FMM:p221:2,283,113,397,1
2006,\n\n,FMM:p221:2,FMM:p222:0,113,236,349,0
2007,\n\n,FMM:p222:0,FMM:p222:1,236,254,491,1
2008,\n\n,FMM:p222:1,FMM:p222:2,254,127,382,1
2009,\n\n,FMM:p222:2,FMM:p222:3,127,71,199,1
2010,\n\n,FMM:p222:3,FMM:p223:0,71,120,192,1
2011,\n\n,FMM:p223:0,FMM:p223:1,120,115,236,1
2012,\n\n,FMM:p223:1,FMM:p223:2,115,218,334,1
2013,\n\n,FMM:p223:2,FMM:p223:3,218,51,270,1
2014,\n\n,FMM:p223:3,FMM:p224:0,51,189,240,0
2015,\n\n,FMM:p224:0,FMM:p224:1,189,210,400,1
2016,\n\n,FMM:p224:1,FMM:p225:0,210,161,372,1
2017,\n\n,FMM:p225:0,FMM:p225:1,161,220,382,1
2018,\n\n,FMM:p225:1,FMM:p225:2,220,224,444,0
2019,\n\n,FMM:p225:2,FMM:p226:0,224,288,512,0
2020,\n\n,FMM:p226:0,FMM:p226:1,288,91,379,0
2021,\n\n,FMM:p226:1,FMM:p227:0,91,273,365,1
2022,\n\n,FMM:p227:0,FMM:p227:1,273,166,440,1
2023,\n\n,FMM:p227:1,FMM:p227:2,166,177,343,0
2024,\n\n,FMM:p227:2,FMM:p228:0,177,326,503,0
2025,\n\n,FMM:p228:0,FMM:p228:1,326,93,420,1
2026,\n\n,FMM:p228:1,FMM:p229:0,93,267,360,0
2027,\n\n,FMM:p229:0,FMM:p229:1,267,224,492,1
2028,\n\n,FMM:p229:1,FMM:p230:0,224,259,483,0
2029,\n\n,FMM:p230:0,FMM:p230:1,259,147,406,0
2030,\n\n,FMM:p230:1,FMM:p231:0,147,131,279,1
2031,\n\n,FMM:p231:0,FMM:p231:1,131,270,402,1
2032,\n\n,FMM:p231:1,FMM:p231:2,270,124,395,1
2033,\n\n,FMM:p231:2,FMM:p232:0,124,273,398,1
2034,\n\n,FMM:p232:0,FMM:p232:1,273,225,499,1
2035,\n\n,FMM:p232:1,FMM:p233:0,225,265,491,1
2036,\n\n,FMM:p233:0,FMM:p233:1,265,224,489,0
2037,\n\n,FMM:p233:1,FMM:p234:0,224,254,479,1
2038,\n\n,FMM:p234:0,FMM:p234:1,254,186,440,0
2039,\n\n,FMM:p234:1,FMM:p235:0,186,269,455,0
2040,\n\n,FMM:p235:0,FMM:p235:1,269,61,331,1
2041,\n\n,FMM:p235:1,FMM:p236:0,61,174,236,1
2042,\n\n,FMM:p236:0,FMM:p236:1,174,137,312,1
2043,\n\n,FMM:p236:1,FMM:p236:2,137,125,263,1
2044,\n\n,FMM:p236:2,FMM:p237:0,125,180,305,0
2045,\n\n,FMM:p237:0,FMM:p237:1,180,182,363,1
2046,\n\n,FMM:p237:1,FMM:p238:0,182,229,412,1
2047,\n\n,FMM:p238:0,FMM:p238:1,229,162,392,1
2048,\n\n,FMM:p238:1,FMM:p239:0,162,43,206,1
2049,\n\n,FMM:p239:0,FMM:p240:0,43,536,580,1
2050,\n\n,FMM:p240:0,FMM:p240:1,536,139,676,1
2051,\n\n,FMM:p240:1,FMM:p241:0,139,514,654,1
2052,\n\n,FMM:p241:0,FMM:p241:1,514,129,643,0
2053,\n\n,FMM:p241:1,FMM:p242:0,129,461,591,1
2054,\n\n,FMM:p242:0,FMM:p242:1,461,158,620,1
2055,\n\n,FMM:p242:1,FMM:p243:0,158,350,509,1
2056,\n\n,FMM:p243:0,FMM:p244:0,350,266,617,1
2057,\n\n,FMM:p244:0,FMM:p244:1,266,260,527,1
2058,\n\n,FMM:p244:1,FMM:p245:0,260,235,495,0
2059,\n\n,FMM:p245:0,FMM:p245:1,235,66,301,0
2060,\n\n,FMM:p245:1,FMM:p245:2,66,300,367,1
2061,\n\n,FMM:p245:2,FMM:p245:3,300,263,563,0
2062,\n\n,FMM:p245:3,FMM:p245:4,263,35,299,1
2063,\n\n,FMM:p245:4,FMM:p246:0,35,263,298,0
2064,\n\n,FMM:p246:0,FMM:p246:1,263,245,509,1
2065,\n\n,FMM:p246:1,FMM:p247:0,245,223,468,0
2066,\n\n,FMM:p247:0,FMM:p247:1,223,70,294,1
2067,\n\n,FMM:p247:1,FMM:p248:0,70,220,290,0
2068,\n\n,FMM:p248:0,FMM:p248:1,220,183,403,0
2069,\n\n,FMM:p248:1,FMM:p249:0,183,63,246,0
2070,\n\n,FMM:p249:0,FMM:p250:0,63,231,295,1
2071,\n\n,FMM:p250:0,FMM:p250:1,231,239,471,1
2072,\n\n,FMM:p250:1,FMM:p250:2,239,97,336,0
2073,\n\n,FMM:p250:2,FMM:p251:0,97,127,224,0
2074,\n\n,FMM:p251:0,FMM:p252:0,127,252,379,0
2075,\n\n,FMM:p252:0,FMM:p252:1,252,161,414,1
2076,\n\n,FMM:p252:1,FMM:p253:0,161,205,366,0
2077,\n\n,FMM:p253:0,FMM:p254:0,205,180,385,0
2078,\n\n,FMM:p254:0,FMM:p254:1,180,176,357,1
2079,\n\n,FMM:p254:1,FMM:p255:0,176,206,383,1
2080,\n\n,FMM:p255:0,FMM:p255:1,206,239,446,1
2081,\n\n,FMM:p255:1,FMM:p255:2,239,82,321,0
2082,\n\n,FMM:p255:2,FMM:p255:3,82,44,126,0
2083,\n\n,FMM:p255:3,FMM:p256:0,44,214,258,0
2084,\n\n,FMM:p256:0,FMM:p258:0,214,217,431,0
2085,\n\n,FMM:p258:0,FMM:p258:1,217,102,320,1
2086,\n\n,FMM:p258:1,FMM:p259:0,102,103,206,1
2087,\n\n,FMM:p259:0,FMM:p260:0,103,134,237,0
2088,\n\n,FMM:p260:0,FMM:p260:1,134,229,364,1
2089,\n\n,FMM:p260:1,FMM:p260:2,229,158,388,1
2090,\n\n,FMM:p260:2,FMM:p260:3,158,39,197,0
2091,\n\n,FMM:p260:3,FMM:p261:0,39,169,208,0
2092,\n\n,FMM:p261:0,FMM:p262:0,169,234,403,0
2093,\n\n,FMM:p262:0,FMM:p262:1,234,65,300,1
2094,\n\n,FMM:p262:1,FMM:p263:0,65,195,260,0
2095,\n\n,FMM:p263:0,FMM:p263:1,195,217,412,0
2096,\n\n,FMM:p263:1,FMM:p263:2,217,81,299,1
2097,\n\n,FMM:p263:2,FMM:p264:0,81,220,301,0
2098,\n\n,FMM:p264:0,FMM:p264:1,220,180,401,1
2099,\n\n,FMM:p264:1,FMM:p265:0,180,158,338,0
2100,\n\n,FMM:p265:0,FMM:p265:1,158,257,416,1
2101,\n\n,FMM:p265:1,FMM:p265:2,257,70,328,1
2102,\n\n,FMM:p265:2,FMM:p265:3,70,158,228,0
2103,\n\n,FMM:p265:3,FMM:p266:0,158,306,464,0
2104,\n\n,FMM:p266:0,FMM:p266:1,306,66,372,0
2105,\n\n,FMM:p266:1,FMM:p266:2,66,197,263,0
2106,\n\n,FMM:p266:2,FMM:p267:0,197,230,427,0
2107,\n\n,FMM:p267:0,FMM:p267:1,230,277,507,0
2108,\n\n,FMM:p267:1,FMM:p267:2,277,222,500,1
2109,\n\n,FMM:p267:2,FMM:p268:0,222,205,427,0
2110,\n\n,FMM:p268:0,FMM:p268:1,205,39,245,1
2111,\n\n,FMM:p268:1,FMM:p269:0,39,141,181,1
2112,\n\n,FMM:p269:0,FMM:p269:1,141,283,425,1
2113,\n\n,FMM:p269:1,FMM:p269:2,283,288,572,1
2114,\n\n,FMM:p269:2,FMM:p269:3,288,69,357,0
2115,\n\n,FMM:p269:3,FMM:p270:0,69,293,362,0
2116,\n\n,FMM:p270:0,FMM:p270:1,293,270,564,1
2117,\n\n,FMM:p270:1,FMM:p271:0,270,139,409,0
2118,\n\n,FMM:p271:0,FMM:p271:1,139,271,411,1
2119,\n\n,FMM:p271:1,FMM:p272:0,271,252,524,1
2120,\n\n,FMM:p272:0,FMM:p272:1,252,199,452,1
2121,\n\n,FMM:p272:1,FMM:p272:2,199,109,308,0
2122,\n\n,FMM:p272:2,FMM:p273:0,109,186,296,1
2123,\n\n,FMM:p273:0,FMM:p273:1,186,229,416,1
2124,\n\n,FMM:p273:1,FMM:p273:2,229,194,424,1
2125,\n\n,FMM:p273:2,FMM:p273:3,194,91,286,1
2126,\n\n,FMM:p273:3,FMM:p274:0,91,145,237,1
2127,\n\n,FMM:p274:0,FMM:p274:1,145,204,350,1
2128,\n\n,FMM:p274:1,FMM:p274:2,204,136,340,0
2129,\n\n,FMM:p274:2,FMM:p275:0,136,42,178,0
2130,\n\n,FMM:p275:0,FMM:p275:1,42,196,239,1
2131,\n\n,FMM:p275:1,FMM:p275:2,196,177,373,0
2132,\n\n,FMM:p275:2,FMM:p275:3,177,93,271,1
2133,\n\n,FMM:p275:3,FMM:p276:0,93,218,311,0
2134,\n\n,FMM:p276:0,FMM:p276:1,218,177,396,1
2135,\n\n,FMM:p276:1,FMM:p276:2,177,131,308,0
2136,\n\n,FMM:p276:2,FMM:p276:3,131,131,262,0
2137,\n\n,FMM:p276:3,FMM:p277:0,131,169,301,1
2138,\n\n,FMM:p277:0,FMM:p277:1,169,225,394,0
2139,\n\n,FMM:p277:1,FMM:p277:2,225,140,366,1
2140,\n\n,FMM:p277:2,FMM:p278:0,140,276,417,1
2141,\n\n,FMM:p278:0,FMM:p278:1,276,74,350,0
2142,\n\n,FMM:p278:1,FMM:p278:2,74,230,305,1
2143,\n\n,FMM:p278:2,FMM:p278:3,230,73,303,0
2144,\n\n,FMM:p278:3,FMM:p279:0,73,108,181,0
2145,\n\n,FMM:p279:0,FMM:p279:1,108,199,308,1
2146,\n\n,FMM:p279:1,FMM:p279:2,199,45,244,0
2147,\n\n,FMM:p279:2,FMM:p279:3,45,259,305,1
2148,\n\n,FMM:p279:3,FMM:p280:0,259,239,499,1
2149,\n\n,FMM:p280:0,FMM:p280:1,239,30,270,1
2150,\n\n,FMM:p280:1,FMM:p280:2,30,50,80,0
2151,\n\n,FMM:p280:2,FMM:p280:3,50,220,271,1
2152,\n\n,FMM:p280:3,FMM:p280:4,220,149,370,1
2153,\n\n,FMM:p280:4,FMM:p281:0,149,112,261,0
2154,\n\n,FMM:p281:0,FMM:p281:1,112,267,379,0
2155,\n\n,FMM:p281:1,FMM:p281:2,267,171,438,0
2156,\n\n,FMM:p281:2,FMM:p282:0,171,298,469,0
2157,\n\n,FMM:p282:0,FMM:p282:1,298,300,599,1
2158,\n\n,FMM:p282:1,FMM:p283:0,300,273,574,1
2159,\n\n,FMM:p283:0,FMM:p283:1,273,230,504,1
2160,\n\n,FMM:p283:1,FMM:p283:2,230,157,388,1
2161,\n\n,FMM:p283:2,FMM:p284:0,157,247,404,0
2162,\n\n,FMM:p284:0,FMM:p284:1,247,217,465,1
2163,\n\n,FMM:p284:1,FMM:p284:2,217,215,432,0
2164,\n\n,FMM:p284:2,FMM:p284:3,215,265,481,1
2165,\n\n,FMM:p284:3,FMM:p284:4,265,116,382,1
2166,\n\n,FMM:p284:4,FMM:p285:0,116,211,328,1
2167,\n\n,FMM:p285:0,FMM:p285:1,211,254,466,1
2168,\n\n,FMM:p285:1,FMM:p285:2,254,99,353,0
2169,\n\n,FMM:p285:2,FMM:p286:0,99,249,348,0
2170,\n\n,FMM:p286:0,FMM:p286:1,249,340,590,1
2171,\n\n,FMM:p286:1,FMM:p286:2,340,92,433,1
2172,\n\n,FMM:p286:2,FMM:p286:3,92,198,291,1
2173,\n\n,FMM:p286:3,FMM:p287:0,198,74,273,1
2174,\n\n,FMM:p287:0,FMM:p287:1,74,301,376,1
2175,\n\n,FMM:p287:1,FMM:p287:2,301,300,602,1
2176,\n\n,FMM:p287:2,FMM:p287:3,300,271,572,1
2177,\n\n,FMM:p287:3,FMM:p287:4,271,86,358,1
2178,\n\n,FMM:p287:4,FMM:p288:0,86,343,429,0
2179,\n\n,FMM:p288:0,FMM:p288:1,343,310,653,0
2180,\n\n,FMM:p288:1,FMM:p288:2,310,107,417,0
2181,\n\n,FMM:p288:2,FMM:p288:3,107,231,338,0
2182,\n\n,FMM:p288:3,FMM:p288:4,231,138,370,1
2183,\n\n,FMM:p288:4,FMM:p289:0,138,304,443,1
2184,\n\n,FMM:p289:0,FMM:p289:1,304,212,516,0
2185,\n\n,FMM:p289:1,FMM:p289:2,212,330,543,1
2186,\n\n,FMM:p289:2,FMM:p289:3,330,280,611,1
2187,\n\n,FMM:p289:3,FMM:p290:0,280,232,513,1
2188,\n\n,FMM:p290:0,FMM:p290:1,232,256,489,1
2189,\n\n,FMM:p290:1,FMM:p290:2,256,288,545,1
2190,\n\n,FMM:p290:2,FMM:p290:3,288,153,442,1
2191,\n\n,FMM:p290:3,FMM:p291:0,153,361,514,0
2192,\n\n,FMM:p291:0,FMM:p291:1,361,272,634,1
2193,\n\n,FMM:p291:1,FMM:p291:2,272,341,613,0
2194,\n\n,FMM:p291:2,FMM:p291:3,341,53,394,0
2195,\n\n,FMM:p291:3,FMM:p291:4,53,198,251,0
2196,\n\n,FMM:p291:4,FMM:p292:0,198,136,335,1
2197,\n\n,FMM:p292:0,FMM:p292:1,136,208,345,1
2198,\n\n,FMM:p292:1,FMM:p292:2,208,271,480,1
2199,\n\n,FMM:p292:2,FMM:p292:3,271,184,456,1
2200,\n\n,FMM:p292:3,FMM:p293:0,184,253,438,1
2201,\n\n,FMM:p293:0,FMM:p293:1,253,155,408,0
2202,\n\n,FMM:p293:1,FMM:p293:2,155,133,288,0
2203,\n\n,FMM:p293:2,FMM:p293:3,133,199,332,0
2204,\n\n,FMM:p293:3,FMM:p294:0,199,252,452,1
2205,\n\n,FMM:p294:0,FMM:p294:1,252,139,392,1
2206,\n\n,FMM:p294:1,FMM:p294:2,139,260,400,1
2207,\n\n,FMM:p294:2,FMM:p294:3,260,68,329,1
2208,\n\n,FMM:p294:3,FMM:p295:0,68,237,306,1
2209,\n\n,FMM:p295:0,FMM:p295:1,237,42,280,1
2210,\n\n,FMM:p295:1,FMM:p295:2,42,227,269,0
2211,\n\n,FMM:p295:2,FMM:p295:3,227,174,401,0
2212,\n\n,FMM:p295:3,FMM:p296:0,174,192,367,1
2213,\n\n,FMM:p296:0,FMM:p296:1,192,250,443,1
2214,\n\n,FMM:p296:1,FMM:p296:2,250,195,445,0
2215,\n\n,FMM:p296:2,FMM:p297:0,195,142,337,0
2216,\n\n,FMM:p297:0,FMM:p297:1,142,249,392,1
2217,\n\n,FMM:p297:1,FMM:p297:2,249,195,444,0
2218,\n\n,FMM:p297:2,FMM:p298:0,195,136,331,0
2219,\n\n,FMM:p298:0,FMM:p298:1,136,245,382,1
2220,\n\n,FMM:p298:1,FMM:p298:2,245,225,470,0
2221,\n\n,FMM:p298:2,FMM:p298:3,225,69,294,0
2222,\n\n,FMM:p298:3,FMM:p299:0,69,209,279,1
2223,\n\n,FMM:p299:0,FMM:p299:1,209,184,393,0
2224,\n\n,FMM:p299:1,FMM:p299:2,184,202,386,0
2225,\n\n,FMM:p299:2,FMM:p300:0,202,195,397,0
2226,\n\n,FMM:p300:0,FMM:p300:1,195,189,384,0
2227,\n\n,FMM:p300:1,FMM:p301:0,189,98,288,1
2228,\n\n,FMM:p301:0,FMM:p301:1,98,241,339,0
2229,\n\n,FMM:p301:1,FMM:p301:2,241,178,420,1
2230,\n\n,FMM:p301:2,FMM:p302:0,178,219,398,1
2231,\n\n,FMM:p302:0,FMM:p302:1,219,211,431,1
2232,\n\n,FMM:p302:1,FMM:p303:0,211,205,417,1
2233,\n\n,FMM:p303:0,FMM:p303:1,205,192,398,1
2234,\n\n,FMM:p303:1,FMM:p304:0,192,289,482,1
2235,\n\n,FMM:p304:0,FMM:p304:1,289,282,571,0
2236,\n\n,FMM:p304:1,FMM:p304:2,282,94,376,0
2237,\n\n,FMM:p304:2,FMM:p305:0,94,177,271,0
2238,\n\n,FMM:p305:0,FMM:p305:1,177,217,394,0
2239,\n\n,FMM:p305:1,FMM:p305:2,217,131,349,1
2240,\n\n,FMM:p305:2,FMM:p306:0,131,24,155,0
2241,\n\n,FMM:p306:0,FMM:p306:1,24,252,277,1
2242,\n\n,FMM:p306:1,FMM:p306:2,252,265,518,1
2243,\n\n,FMM:p306:2,FMM:p306:3,265,123,389,1
2244,\n\n,FMM:p306:3,FMM:p306:4,123,71,194,0
2245,\n\n,FMM:p306:4,FMM:p307:0,71,216,288,1
2246,\n\n,FMM:p307:0,FMM:p307:1,216,54,270,0
2247,\n\n,FMM:p307:1,FMM:p307:2,54,218,273,1
2248,\n\n,FMM:p307:2,FMM:p307:3,218,214,433,1
2249,\n\n,FMM:p307:3,FMM:p308:0,214,172,387,1
2250,\n\n,FMM:p308:0,NPM:p1:0,172,364,536,0
2251,\n\n,NPM:p1:0,NPM:p1:1,364,86,451,1
2252,\n\n,NPM:p1:1,NPM:p2:0,86,378,465,1
2253,\n\n,NPM:p2:0,NPM:p2:1,378,115,493,0
2254,\n\n,NPM:p2:1,NPM:p3:0,115,368,484,1
2255,\n\n,NPM:p3:0,NPM:p3:1,368,126,495,1
2256,\n\n,NPM:p3:1,NPM:p4:0,126,247,374,1
2257,\n\n,NPM:p4:0,NPM:p5:0,247,270,518,1
2258,\n\n,NPM:p5:0,NPM:p5:1,270,258,529,1
2259,\n\n,NPM:p5:1,NPM:p5:2,258,343,602,1
2260,\n\n,NPM:p5:2,NPM:p5:3,343,307,651,1
2261,\n\n,NPM:p5:3,NPM:p5:4,307,75,383,1
2262,\n\n,NPM:p5:4,NPM:p6:0,75,344,420,1
2263,\n\n,NPM:p6:0,NPM:p6:1,344,309,654,1
2264,\n\n,NPM:p6:1,NPM:p6:2,309,349,659,1
2265,\n\n,NPM:p6:2,NPM:p6:3,349,89,439,1
2266,\n\n,NPM:p6:3,NPM:p7:0,89,238,328,1
2267,\n\n,NPM:p7:0,NPM:p8:0,238,218,456,0
2268,\n\n,NPM:p8:0,NPM:p8:1,218,232,450,0
2269,\n\n,NPM:p8:1,NPM:p8:2,232,105,337,0
2270,\n\n,NPM:p8:2,NPM:p9:0,105,262,367,0
2271,\n\n,NPM:p9:0,NPM:p9:1,262,245,507,0
2272,\n\n,NPM:p9:1,NPM:p9:2,245,111,356,0
2273,\n\n,NPM:p9:2,NPM:p10:0,111,305,416,0
2274,\n\n,NPM:p10:0,NPM:p10:1,305,209,514,0
2275,\n\n,NPM:p10:1,NPM:p10:2,209,287,496,0
2276,\n\n,NPM:p10:2,NPM:p10:3,287,60,347,0
2277,\n\n,NPM:p10:3,NPM:p11:0,60,280,340,0
2278,\n\n,NPM:p11:0,NPM:p11:1,280,313,593,0
2279,\n\n,NPM:p11:1,NPM:p12:0,313,292,605,0
2280,\n\n,NPM:p12:0,NPM:p12:1,292,222,514,0
2281,\n\n,NPM:p12:1,NPM:p12:2,222,213,435,0
2282,\n\n,NPM:p12:2,NPM:p13:0,213,46,260,1
2283,\n\n,NPM:p13:0,NPM:p14:0,46,98,144,0
2284,\n\n,NPM:p14:0,NPM:p14:1,98,222,321,1
2285,\n\n,NPM:p14:1,NPM:p14:2,222,179,402,1
2286,\n\n,NPM:p14:2,NPM:p14:3,179,191,370,0
2287,\n\n,NPM:p14:3,NPM:p14:4,191,176,367,0
2288,\n\n,NPM:p14:4,NPM:p14:5,176,176,353,1
2289,\n\n,NPM:p14:5,NPM:p14:6,176,159,336,1
2290,\n\n,NPM:p14:6,NPM:p14:7,159,173,332,0
2291,\n\n,NPM:p14:7,NPM:p14:8,173,88,261,0
2292,\n\n,NPM:p14:8,NPM:p14:9,88,35,123,0
2293,\n\n,NPM:p14:9,NPM:p15:0,35,197,232,0
2294,\n\n,NPM:p15:0,NPM:p16:0,197,250,447,0
2295,\n\n,NPM:p16:0,NPM:p16:1,250,262,512,0
2296,\n\n,NPM:p16:1,NPM:p16:2,262,159,421,0
2297,\n\n,NPM:p16:2,NPM:p16:3,159,236,395,0
2298,\n\n,NPM:p16:3,NPM:p17:0,236,287,523,0
2299,\n\n,NPM:p17:0,NPM:p17:1,287,302,589,0
2300,\n\n,NPM:p17:1,NPM:p17:2,302,104,406,0
2301,\n\n,NPM:p17:2,NPM:p18:0,104,110,214,0
2302,\n\n,NPM:p18:0,NPM:p18:1,110,284,394,0
2303,\n\n,NPM:p18:1,NPM:p18:2,284,286,570,0
2304,\n\n,NPM:p18:2,NPM:p18:3,286,91,377,0
2305,\n\n,NPM:p18:3,NPM:p18:4,91,50,141,0
2306,\n\n,NPM:p18:4,NPM:p19:0,50,240,290,0
2307,\n\n,NPM:p19:0,NPM:p19:1,240,164,404,0
2308,\n\n,NPM:p19:1,NPM:p19:2,164,250,415,1
2309,\n\n,NPM:p19:2,NPM:p19:3,250,158,408,0
2310,\n\n,NPM:p19:3,NPM:p20:0,158,280,438,0
2311,\n\n,NPM:p20:0,NPM:p20:1,280,245,525,0
2312,\n\n,NPM:p20:1,NPM:p21:0,245,317,562,0
2313,\n\n,NPM:p21:0,NPM:p21:1,317,161,479,1
2314,\n\n,NPM:p21:1,NPM:p22:0,161,139,300,0
2315,\n\n,NPM:p22:0,NPM:p23:0,139,251,390,0
2316,\n\n,NPM:p23:0,NPM:p23:1,251,243,494,0
2317,\n\n,NPM:p23:1,NPM:p23:2,243,149,393,1
2318,\n\n,NPM:p23:2,NPM:p24:0,149,294,443,0
2319,\n\n,NPM:p24:0,NPM:p24:1,294,231,525,0
2320,\n\n,NPM:p24:1,NPM:p24:2,231,284,515,0
2321,\n\n,NPM:p24:2,NPM:p25:0,284,244,528,0
2322,\n\n,NPM:p25:0,NPM:p25:1,244,229,474,1
2323,\n\n,NPM:p25:1,NPM:p25:2,229,208,437,0
2324,\n\n,NPM:p25:2,NPM:p26:0,208,300,508,0
2325,\n\n,NPM:p26:0,NPM:p26:1,300,145,446,1
2326,\n\n,NPM:p26:1,NPM:p26:2,145,301,446,0
2327,\n\n,NPM:p26:2,NPM:p26:3,301,132,433,0
2328,\n\n,NPM:p26:3,NPM:p27:0,132,293,425,0
2329,\n\n,NPM:p27:0,NPM:p27:1,293,130,424,1
2330,\n\n,NPM:p27:1,NPM:p27:2,130,261,392,1
2331,\n\n,NPM:p27:2,NPM:p27:3,261,152,414,1
2332,\n\n,NPM:p27:3,NPM:p28:0,152,266,418,0
2333,\n\n,NPM:p28:0,NPM:p28:1,266,258,525,1
2334,\n\n,NPM:p28:1,NPM:p28:2,258,209,467,0
2335,\n\n,NPM:p28:2,NPM:p29:0,209,214,423,0
2336,\n\n,NPM:p29:0,NPM:p29:1,214,316,530,0
2337,\n\n,NPM:p29:1,NPM:p29:2,316,267,583,0
2338,\n\n,NPM:p29:2,NPM:p29:3,267,52,319,0
2339,\n\n,NPM:p29:3,NPM:p30:0,52,192,244,0
2340,\n\n,NPM:p30:0,NPM:p30:1,192,249,441,0
2341,\n\n,NPM:p30:1,NPM:p31:0,249,306,555,0
2342,\n\n,NPM:p31:0,NPM:p31:1,306,211,518,1
2343,\n\n,NPM:p31:1,NPM:p31:2,211,116,327,0
2344,\n\n,NPM:p31:2,NPM:p32:0,116,287,403,0
2345,\n\n,NPM:p32:0,NPM:p32:1,287,168,455,0
2346,\n\n,NPM:p32:1,NPM:p32:2,168,310,478,0
2347,\n\n,NPM:p32:2,NPM:p32:3,310,53,363,0
2348,\n\n,NPM:p32:3,NPM:p33:0,53,291,344,0
2349,\n\n,NPM:p33:0,NPM:p33:1,291,219,510,0
2350,\n\n,NPM:p33:1,NPM:p33:2,219,305,524,0
2351,\n\n,NPM:p33:2,NPM:p34:0,305,281,586,0
2352,\n\n,NPM:p34:0,NPM:p34:1,281,190,471,0
2353,\n\n,NPM:p34:1,NPM:p35:0,190,198,388,0
2354,\n\n,NPM:p35:0,NPM:p35:1,198,159,357,0
2355,\n\n,NPM:p35:1,NPM:p35:2,159,129,289,1
2356,\n\n,NPM:p35:2,NPM:p35:3,129,249,378,0
2357,\n\n,NPM:p35:3,NPM:p36:0,249,183,432,0
2358,\n\n,NPM:p36:0,NPM:p37:0,183,219,402,0
2359,\n\n,NPM:p37:0,NPM:p37:1,219,179,398,0
2360,\n\n,NPM:p37:1,NPM:p38:0,179,270,449,0
2361,\n\n,NPM:p38:0,NPM:p38:1,270,68,338,0
2362,\n\n,NPM:p38:1,NPM:p39:0,68,138,206,0
2363,\n\n,NPM:p39:0,NPM:p39:1,138,210,349,1
2364,\n\n,NPM:p39:1,NPM:p39:2,210,290,501,1
2365,\n\n,NPM:p39:2,NPM:p39:3,290,176,466,0
2366,\n\n,NPM:p39:3,NPM:p40:0,176,289,465,0
2367,\n\n,NPM:p40:0,NPM:p40:1,289,242,531,0
2368,\n\n,NPM:p40:1,NPM:p40:2,242,90,332,0
2369,\n\n,NPM:p40:2,NPM:p41:0,90,242,332,0
2370,\n\n,NPM:p41:0,NPM:p41:1,242,283,525,0
2371,\n\n,NPM:p41:1,NPM:p42:0,283,243,526,0
2372,\n\n,NPM:p42:0,NPM:p42:1,243,263,506,0
2373,\n\n,NPM:p42:1,NPM:p42:2,263,223,486,0
2374,\n\n,NPM:p42:2,NPM:p43:0,223,298,521,0
2375,\n\n,NPM:p43:0,NPM:p43:1,298,123,421,0
2376,\n\n,NPM:p43:1,NPM:p43:2,123,312,435,0
2377,\n\n,NPM:p43:2,NPM:p44:0,312,230,542,0
